ConsensusID,Timestamp,Product,FinalAction,FinalUrgency,FinalQuantity,ConsensusConfidence,AgentVotes,CombinedReasoning,CombinedLIMEEvidence,TotalAgents,AgreementLevel
CONS-20251125203430,2025-11-25T20:34:30.643285,Pepsi (2L),REORDER,CRITICAL,2024,0.5684929886344511,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2736 units (EOQ: 1824, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1968 units (Est. savings: $298.83)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125204706,2025-11-25T20:47:06.976175,Paneer (200g),REORDER,CRITICAL,1768,0.5469136509884546,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 1.0 days until stockout! | QuantityAgent: 📊 Optimal: 2544 units (EOQ: 1691, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1584 units (Est. savings: $407.41)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125204706,2025-11-25T20:47:06.977258,Coca Cola (2L),REORDER,CRITICAL,2196,0.5660071013098241,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.8 days until stockout! | QuantityAgent: 📊 Optimal: 2904 units (EOQ: 1933, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2148 units (Est. savings: $388.31)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125204706,2025-11-25T20:47:06.977258,Bisleri Water (1L),REORDER,CRITICAL,1830,0.5758812671945401,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2592 units (EOQ: 1721, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1680 units (Est. savings: $285.99)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125204706,2025-11-25T20:47:06.977258,Toothpaste (150g),REORDER,CRITICAL,2369,0.5563688253355884,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.8 days until stockout! | QuantityAgent: 📊 Optimal: 3024 units (EOQ: 2011, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2424 units (Est. savings: $423.85)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125204706,2025-11-25T20:47:06.977258,Curd (500g),REORDER,CRITICAL,2022,0.5747616702030135,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2748 units (EOQ: 1828, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1944 units (Est. savings: $307.95)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125204706,2025-11-25T20:47:06.977258,Real Juice (1L),REORDER,CRITICAL,1630,0.5469136509884546,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 1.0 days until stockout! | QuantityAgent: 📊 Optimal: 2412 units (EOQ: 1607, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1416 units (Est. savings: $367.92)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Pepsi (2L),REORDER,CRITICAL,2024,0.5684929886344511,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2736 units (EOQ: 1824, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1968 units (Est. savings: $298.83)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Red Bull (250ml),REORDER,CRITICAL,1997,0.5525738618398247,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.9 days until stockout! | QuantityAgent: 📊 Optimal: 2712 units (EOQ: 1804, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1944 units (Est. savings: $379.70)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Kurkure,REORDER,CRITICAL,2166,0.5525738618398247,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.9 days until stockout! | QuantityAgent: 📊 Optimal: 2856 units (EOQ: 1898, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2160 units (Est. savings: $420.56)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Salt (1kg),REORDER,CRITICAL,1714,0.5563688253355884,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.8 days until stockout! | QuantityAgent: 📊 Optimal: 2460 units (EOQ: 1634, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1584 units (Est. savings: $280.01)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Shampoo (250ml),REORDER,CRITICAL,1889,0.5525738618398247,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.9 days until stockout! | QuantityAgent: 📊 Optimal: 2616 units (EOQ: 1738, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1812 units (Est. savings: $352.45)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Soap (125g),REORDER,CRITICAL,2424,0.5759761120010854,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 3084 units (EOQ: 2050, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2460 units (Est. savings: $404.43)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Rice (5kg),REORDER,CRITICAL,2070,0.5714629036166543,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.6 days until stockout! | QuantityAgent: 📊 Optimal: 2784 units (EOQ: 1852, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2016 units (Est. savings: $301.97)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Lays Chips,REORDER,CRITICAL,1682,0.5768753382344891,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2460 units (EOQ: 1634, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1488 units (Est. savings: $262.15)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Butter (100g),REORDER,CRITICAL,2284,0.5736450299772021,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2964 units (EOQ: 1970, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2292 units (Est. savings: $347.64)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Biscuits,REORDER,CRITICAL,1768,0.5714629036166543,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.6 days until stockout! | QuantityAgent: 📊 Optimal: 2520 units (EOQ: 1674, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1632 units (Est. savings: $246.71)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Cheese (200g),REORDER,CRITICAL,1782,0.5563688253355884,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.8 days until stockout! | QuantityAgent: 📊 Optimal: 2520 units (EOQ: 1678, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1668 units (Est. savings: $295.32)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Cooking Oil (1L),REORDER,CRITICAL,1742,0.573654972109424,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2496 units (EOQ: 1661, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1596 units (Est. savings: $246.95)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Sugar (1kg),REORDER,CRITICAL,1694,0.5747616702030135,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2460 units (EOQ: 1634, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1524 units (Est. savings: $246.09)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Chocolate,REORDER,CRITICAL,2016,0.5563688253355884,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.8 days until stockout! | QuantityAgent: 📊 Optimal: 2724 units (EOQ: 1816, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1968 units (Est. savings: $345.81)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Wheat Flour (5kg),REORDER,CRITICAL,1296,0.5469136509884546,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 1.0 days until stockout! | QuantityAgent: 📊 Optimal: 2088 units (EOQ: 1388, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1008 units (Est. savings: $274.38)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Milk (1L),REORDER,CRITICAL,2097,0.5525738618398247,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.9 days until stockout! | QuantityAgent: 📊 Optimal: 2796 units (EOQ: 1860, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2076 units (Est. savings: $403.53)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Dry Fruits (250g),REORDER,CRITICAL,1692,0.5469136509884546,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 1.0 days until stockout! | QuantityAgent: 📊 Optimal: 2472 units (EOQ: 1647, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1488 units (Est. savings: $386.62)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Pulses (1kg),REORDER,CRITICAL,2074,0.5525738618398247,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.9 days until stockout! | QuantityAgent: 📊 Optimal: 2772 units (EOQ: 1844, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2052 units (Est. savings: $396.72)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Facewash (100ml),REORDER,CRITICAL,2368,0.5759761120010854,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 3036 units (EOQ: 2021, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2388 units (Est. savings: $393.20)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Paneer (200g),REORDER,CRITICAL,1768,0.5469136509884546,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 1.0 days until stockout! | QuantityAgent: 📊 Optimal: 2544 units (EOQ: 1691, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1584 units (Est. savings: $407.41)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Coca Cola (2L),REORDER,CRITICAL,2196,0.5660071013098241,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.8 days until stockout! | QuantityAgent: 📊 Optimal: 2904 units (EOQ: 1933, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2148 units (Est. savings: $388.31)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Bisleri Water (1L),REORDER,CRITICAL,1830,0.5758812671945401,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2592 units (EOQ: 1721, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1680 units (Est. savings: $285.99)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Toothpaste (150g),REORDER,CRITICAL,2369,0.5563688253355884,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.8 days until stockout! | QuantityAgent: 📊 Optimal: 3024 units (EOQ: 2011, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2424 units (Est. savings: $423.85)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Curd (500g),REORDER,CRITICAL,2022,0.5747616702030135,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2748 units (EOQ: 1828, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1944 units (Est. savings: $307.95)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205015,2025-11-25T20:50:15.367759,Real Juice (1L),REORDER,CRITICAL,1630,0.5469136509884546,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 1.0 days until stockout! | QuantityAgent: 📊 Optimal: 2412 units (EOQ: 1607, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1416 units (Est. savings: $367.92)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205323,2025-11-25T20:53:23.922020,Pepsi (2L),REORDER,CRITICAL,2024,0.5684929886344511,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2736 units (EOQ: 1824, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1968 units (Est. savings: $298.83)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205323,2025-11-25T20:53:23.922020,Red Bull (250ml),REORDER,CRITICAL,1997,0.5525738618398247,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.9 days until stockout! | QuantityAgent: 📊 Optimal: 2712 units (EOQ: 1804, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1944 units (Est. savings: $379.70)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205323,2025-11-25T20:53:23.922020,Kurkure,REORDER,CRITICAL,2166,0.5525738618398247,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.9 days until stockout! | QuantityAgent: 📊 Optimal: 2856 units (EOQ: 1898, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2160 units (Est. savings: $420.56)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205323,2025-11-25T20:53:23.922020,Salt (1kg),REORDER,CRITICAL,1714,0.5563688253355884,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.8 days until stockout! | QuantityAgent: 📊 Optimal: 2460 units (EOQ: 1634, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1584 units (Est. savings: $280.01)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205323,2025-11-25T20:53:23.922020,Shampoo (250ml),REORDER,CRITICAL,1889,0.5525738618398247,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.9 days until stockout! | QuantityAgent: 📊 Optimal: 2616 units (EOQ: 1738, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1812 units (Est. savings: $352.45)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205323,2025-11-25T20:53:23.922020,Soap (125g),REORDER,CRITICAL,2424,0.5759761120010854,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 3084 units (EOQ: 2050, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2460 units (Est. savings: $404.43)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205323,2025-11-25T20:53:23.922020,Rice (5kg),REORDER,CRITICAL,2070,0.5714629036166543,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.6 days until stockout! | QuantityAgent: 📊 Optimal: 2784 units (EOQ: 1852, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2016 units (Est. savings: $301.97)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205323,2025-11-25T20:53:23.922020,Lays Chips,REORDER,CRITICAL,1682,0.5768753382344891,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2460 units (EOQ: 1634, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1488 units (Est. savings: $262.15)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205323,2025-11-25T20:53:23.922020,Butter (100g),REORDER,CRITICAL,2284,0.5736450299772021,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2964 units (EOQ: 1970, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 2292 units (Est. savings: $347.64)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205323,2025-11-25T20:53:23.922020,Biscuits,REORDER,CRITICAL,1768,0.5714629036166543,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.6 days until stockout! | QuantityAgent: 📊 Optimal: 2520 units (EOQ: 1674, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1632 units (Est. savings: $246.71)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205323,2025-11-25T20:53:23.922020,Cheese (200g),REORDER,CRITICAL,1782,0.5563688253355884,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.8 days until stockout! | QuantityAgent: 📊 Optimal: 2520 units (EOQ: 1678, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1668 units (Est. savings: $295.32)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205323,2025-11-25T20:53:23.922020,Cooking Oil (1L),REORDER,CRITICAL,1742,0.573654972109424,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2496 units (EOQ: 1661, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1596 units (Est. savings: $246.95)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
CONS-20251125205323,2025-11-25T20:53:23.922020,Sugar (1kg),REORDER,CRITICAL,1694,0.5747616702030135,"{""UrgencyAgent"": ""IMMEDIATE_REORDER"", ""QuantityAgent"": ""OPTIMIZE_QUANTITY"", ""CostAgent"": ""COST_OPTIMIZE""}","UrgencyAgent: 🚨 EMERGENCY: Only 0.7 days until stockout! | QuantityAgent: 📊 Optimal: 2460 units (EOQ: 1634, Urgency: CRITICAL) | CostAgent: 💵 Cost-optimized: 1524 units (Est. savings: $246.09)",UrgencyAgent: N/A | QuantityAgent: N/A | CostAgent: N/A,3,HIGH
